budget,genres,homepage,original_language,original_title,overview,popularity,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
90000000,"[{""id"": 16; ""name"": ""Animation""}; {""id"": 35; ""name"": ""Comedy""}; {""id"": 10751; ""name"": ""Family""}; {""id"": 12; ""name"": ""Adventure""}]",http://www.iceagemovies.com/films/ice-age-dawn-of-the-dinosaurs,en,Ice Age: Dawn of the Dinosaurs,Times are changing for Manny the moody mammoth; Sid the motor mouthed sloth and Diego the crafty saber-toothed tiger. Life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs.,69.457898,"June 29, 2009",886686817,94,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,You Won't Believe Your Ice!,Ice Age: Dawn of the Dinosaurs,6.5,2271
80000000,"[{""id"": 36; ""name"": ""History""}; {""id"": 80; ""name"": ""Crime""}; {""id"": 18; ""name"": ""Drama""}]",http://www.publicenemies.net/,en,Public Enemies,Depression-era bank robber John Dillinger's charm and audacity endear him to much of America's downtrodden public; but he's also a thorn in the side of J. Edgar Hoover and the fledgling FBI. Desperate to capture the elusive outlaw; Hoover makes Dillinger his first Public Enemy Number One and assigns his top agent; Melvin Purvis; the task of bringing him in dead or alive.,33.691694,"July 1, 2009",214104620,140,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,America's Most Wanted.,Public Enemies,6.5,1344
250000000,"[{""id"": 12; ""name"": ""Adventure""}; {""id"": 14; ""name"": ""Fantasy""}; {""id"": 10751; ""name"": ""Family""}]",http://harrypotter.warnerbros.com/harrypotterandthehalf-bloodprince/dvd/index.html,en,Harry Potter and the Half-Blood Prince,As Harry begins his sixth year at Hogwarts; he discovers an old book marked as 'Property of the Half-Blood Prince'; and begins to learn more about Lord Voldemort's dark past.,98.885637,"July 7, 2009",933959197,153,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Dark Secrets Revealed,Harry Potter and the Half-Blood Prince,7.4,5293
42000000,"[{""id"": 35; ""name"": ""Comedy""}]",,en,Brüno,Flamboyantly gay Austrian television reporter Bruno stirs up trouble with unsuspecting guests and large crowds through brutally frank interviews and painfully hilarious public displays of homosexuality.,16.122168,"July 8, 2009",0,83,"[{""iso_639_1"": ""cs""; ""name"": ""\u010cesk\u00fd""}; {""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""de""; ""name"": ""Deutsch""}]",Released,Borat was so 2006,Brüno,5.4,518
7500000,"[{""id"": 35; ""name"": ""Comedy""}; {""id"": 18; ""name"": ""Drama""}; {""id"": 10749; ""name"": ""Romance""}]",http://500days.com,en,(500) Days of Summer,Tom (Joseph Gordon-Levitt); greeting-card writer and hopeless romantic; is caught completely off-guard when his girlfriend; Summer (Zooey Deschanel); suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour; and in doing so; Tom rediscovers his true passions in life.,45.610993,"July 17, 2009",60722734,95,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""fr""; ""name"": ""Fran\u00e7ais""}; {""iso_639_1"": ""sv""; ""name"": ""svenska""}]",Released,It was almost like falling in love.,(500) Days of Summer,7.2,2904
150000000,"[{""id"": 14; ""name"": ""Fantasy""}; {""id"": 28; ""name"": ""Action""}; {""id"": 12; ""name"": ""Adventure""}; {""id"": 10751; ""name"": ""Family""}; {""id"": 35; ""name"": ""Comedy""}]",http://disney.go.com/disneypictures/gforce/,en,G-Force,A team of trained secret agent animals; guinea pigs Darwin; Juarez; Blaster; mole Speckles; and fly Mooch takes on a mission for the US government to stop evil Leonard Saber; who plans to destroy the world with household appliances. But the government shuts them down and they are sentenced to a pet shop. Can they escape to defeat the villain and save the world?,26.710398,"July 21, 2009",292817841,88,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,The world needs bigger heroes,G-Force,5.1,510
38000000,"[{""id"": 35; ""name"": ""Comedy""}; {""id"": 10749; ""name"": ""Romance""}]",http://www.thetruthisntpretty.com/,en,The Ugly Truth,A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help her find love. His clever ploys; however; lead to an unexpected result.,22.332927,"July 24, 2009",205298907,96,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,The battle of the sexes is on.,The Ugly Truth,6.4,972
20000000,"[{""id"": 27; ""name"": ""Horror""}; {""id"": 53; ""name"": ""Thriller""}; {""id"": 9648; ""name"": ""Mystery""}]",,en,Orphan,A married couple with a rocky past adopt 9-year old; Esther to fill the void created by a recently-stillborn baby. However; Esther is not quite who she seems.,29.295801,"July 24, 2009",41596251,123,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""et""; ""name"": ""Eesti""}; {""iso_639_1"": ""fr""; ""name"": ""Fran\u00e7ais""}]",Released,Can you keep a secret?,Orphan,6.7,1261
75000000,"[{""id"": 35; ""name"": ""Comedy""}; {""id"": 18; ""name"": ""Drama""}]",http://www.funnypeoplemovie.com,en,Funny People,Famous and wealthy funnyman George Simmons doesn't give much thought to how he treats people until a doctor delivers stunning health news; forcing George to reevaluate his priorities with a little help from aspiring stand-up comic Ira.,20.199057,"July 31, 2009",61458982,146,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,George Simmons was prepared to die; but then a funny thing happened.,Funny People,5.7,390
45000000,"[{""id"": 12; ""name"": ""Adventure""}; {""id"": 35; ""name"": ""Comedy""}; {""id"": 10751; ""name"": ""Family""}; {""id"": 14; ""name"": ""Fantasy""}; {""id"": 878; ""name"": ""Science Fiction""}]",http://www.aliensintheatticmovie.com/,en,Aliens in the Attic,It's summer vacation; but the Pearson family kids are stuck at a boring lake house with their nerdy parents. That is until feisty; little; green aliens crash-land on the roof; with plans to conquer the house AND Earth! Using only their wits; courage and video game-playing skills; the youngsters must band together to defeat the aliens and save the world - but the toughest part might be keeping the whole thing a secret from their parents! Featuring an all-star cast including Ashley Tisdale; Andy Richter; Kevin Nealon; Tim Meadows and Doris Roberts; Aliens In The Attic is the most fun you can have on this planet!,13.707183,"July 31, 2009",57881056,86,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,The aliens vs. the Pearsons,Aliens in the Attic,5.3,244
175000000,"[{""id"": 12; ""name"": ""Adventure""}; {""id"": 28; ""name"": ""Action""}; {""id"": 53; ""name"": ""Thriller""}; {""id"": 878; ""name"": ""Science Fiction""}]",http://www.gijoemovie.com/,en,G.I. Joe: The Rise of Cobra,From the Egyptian desert to deep below the polar ice caps; the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.,32.852443,"August 4, 2009",302469017,118,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""fr""; ""name"": ""Fran\u00e7ais""}; {""iso_639_1"": ""gd""; ""name"": """"}]",Released,When all else fails; they don't.,G.I. Joe: The Rise of Cobra,5.6,1962
30000000,"[{""id"": 878; ""name"": ""Science Fiction""}]",http://www.d-9.com/,en,District 9,Aliens land in South Africa and; with their ship totally disabled;  have no way home. Years later; after living in a slum and wearing out their welcome the 'Non-Humans' are being moved to a new tent city overseen by Multi-National United (MNU).,63.13678,"August 5, 2009",210819611,112,"[{""iso_639_1"": ""af""; ""name"": ""Afrikaans""}; {""iso_639_1"": ""ny""; ""name"": """"}; {""iso_639_1"": ""st""; ""name"": """"}; {""iso_639_1"": ""xh""; ""name"": """"}; {""iso_639_1"": ""zu""; ""name"": ""isiZulu""}; {""iso_639_1"": ""en""; ""name"": ""English""}]",Released,You are not welcome here.,District 9,7.3,3382
40000000,"[{""id"": 10749; ""name"": ""Romance""}; {""id"": 18; ""name"": ""Drama""}]",http://www.julieandjulia.com/,en,Julie & Julia,Julia Child and Julie Powell – both of whom wrote memoirs – find their lives intertwined. Though separated by time and space; both women are at loose ends... until they discover that with the right combination of passion; fearlessness and butter; anything is possible.,22.853006,"August 6, 2009",129540499,123,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""fr""; ""name"": ""Fran\u00e7ais""}]",Released,Based on Two True Stories,Julie & Julia,6.6,560
27000000,"[{""id"": 27; ""name"": ""Horror""}; {""id"": 9648; ""name"": ""Mystery""}; {""id"": 53; ""name"": ""Thriller""}]",http://www.case39movie.com/mainsite/,en,Case 39,In her many years as a social worker; Emily Jenkins believes she has seen it all; until she meets 10-year-old Lilith and the girl's cruel parents. Emily's worst fears are confirmed when the parents try to harm the child; and so Emily assumes custody of Lilith while she looks for a foster family. However; Emily soon finds that dark forces surround the seemingly innocent girl; and the more she tries to protect Lilith; the more horrors she encounters.,23.917982,"August 13, 2009",29000000,109,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Some cases should  never be opened.,Case 39,6.1,563
2000000,"[{""id"": 80; ""name"": ""Crime""}; {""id"": 18; ""name"": ""Drama""}; {""id"": 9648; ""name"": ""Mystery""}; {""id"": 10749; ""name"": ""Romance""}]",http://www.elsecretodesusojos.com,es,El secreto de sus ojos,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,25.894065,"August 13, 2009",33965843,129,"[{""iso_639_1"": ""es""; ""name"": ""Espa\u00f1ol""}]",Released,,The Secret in Their Eyes,7.8,626
39000000,"[{""id"": 18; ""name"": ""Drama""}; {""id"": 10749; ""name"": ""Romance""}; {""id"": 14; ""name"": ""Fantasy""}]",,en,The Time Traveler's Wife,Due to a genetic disorder; handsome librarian Henry DeTamble involuntarily zips through time; appearing at various moments in the life of his true love; the beautiful artist Clare Abshire.,37.492928,"August 14, 2009",101229792,107,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,,The Time Traveler's Wife,6.7,798
70000000,"[{""id"": 18; ""name"": ""Drama""}; {""id"": 28; ""name"": ""Action""}; {""id"": 53; ""name"": ""Thriller""}; {""id"": 10752; ""name"": ""War""}]",http://www.inglouriousbasterds-movie.com/,en,Inglourious Basterds,"In Nazi-occupied France during World War II; a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds; lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",72.595961,"August 18, 2009",319131050,153,"[{""iso_639_1"": ""de""; ""name"": ""Deutsch""}; {""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""fr""; ""name"": ""Fran\u00e7ais""}; {""iso_639_1"": ""it""; ""name"": ""Italiano""}]",Released,Once upon a time in Nazi occupied France...,Inglourious Basterds,7.9,6430
30000000,"[{""id"": 28; ""name"": ""Action""}; {""id"": 12; ""name"": ""Adventure""}; {""id"": 16; ""name"": ""Animation""}; {""id"": 878; ""name"": ""Science Fiction""}; {""id"": 53; ""name"": ""Thriller""}]",,en,9,When 9 first comes to life; he finds himself in a post-apocalyptic world. All humans are gone; and it is only by chance that he discovers a small community of others like him taking refuge from fearsome machines that roam the earth intent on their extinction. Despite being the neophyte of the group; 9 convinces the others that hiding will do them no good.,55.806402,"August 19, 2009",48428063,79,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,When our world ended their mission began.,9,6.6,1262
40000000,"[{""id"": 27; ""name"": ""Horror""}; {""id"": 9648; ""name"": ""Mystery""}]",http://www.TheFinalDestinationMovie.com/,en,The Final Destination,After a young man's premonition of a deadly race-car crash helps saves the lives of his peers; Death sets out to collect those who evaded their end.,32.478077,"August 26, 2009",186167139,82,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Rest In Pieces,The Final Destination,5.4,831
15000000,"[{""id"": 27; ""name"": ""Horror""}]",http://www.halloween2-movie.com/,en,Halloween II,Laurie Strode struggles to come to terms with her brother Micheal's deadly return to Haddonfield; Illinois; meanwhile; Michael prepares for another reunion with his sister.,12.929525,"August 28, 2009",39421467,105,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Family Is Forever,Halloween II,5.1,267
50000000,"[{""id"": 28; ""name"": ""Action""}; {""id"": 53; ""name"": ""Thriller""}; {""id"": 878; ""name"": ""Science Fiction""}]",http://gamerthemovie.com,en,Gamer,"Mind-control technology has taken society by a storm; a multiplayer on-line game called ""Slayers"" allows players to control human prisoners in mass-scale. Simon (Lerman) controls Kable (Butler); the online champion of the game. Kable's ultimate challenge becomes regaining his identity and independence by defeating the game's mastermind (Hall).",27.631262,"September 3, 2009",40828540,95,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,In the near future; you don't live to play... you'll play to live.,Gamer,5.6,760
15000000,"[{""id"": 35; ""name"": ""Comedy""}]",http://www.allaboutstevemovie.com/,en,All About Steve,After one short date; a brilliant crossword constructor decides that a CNN cameraman is her true love. Because the cameraman's job takes him hither and yon; she crisscrosses the country; turning up at media events as she tries to convince him they are perfect for each other.,13.237835,"September 4, 2009",40105542,99,"[{""iso_639_1"": ""es""; ""name"": ""Espa\u00f1ol""}; {""iso_639_1"": ""en""; ""name"": ""English""}]",Released,A Comedy That Clings,All About Steve,4.7,295
25000000,"[{""id"": 18; ""name"": ""Drama""}; {""id"": 10749; ""name"": ""Romance""}]",http://www.theupintheairmovie.com/,en,Up in the Air,"George Clooney plays the dry cynical character of Ryan Bingham; an executive who specializes in ""downsizing"". Ryan lives out of his suitcase; traveling the country for the sole purpose terminating unwanted employees day after day. Just as Ryan is about to reach his life-long goal of the ten million mile frequent flyer mark some major changes come his way. Changes that threaten to crack the cold heartless exterior that is Ryan Bingham.",33.704181,"September 5, 2009",163670000,109,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,The story of a man ready to make a connection.,Up in the Air,6.7,1205
33000000,"[{""id"": 28; ""name"": ""Action""}; {""id"": 27; ""name"": ""Horror""}; {""id"": 9648; ""name"": ""Mystery""}; {""id"": 878; ""name"": ""Science Fiction""}; {""id"": 53; ""name"": ""Thriller""}]",http://www.pandorummovie.com/,en,Pandorum,Two crew members wake up on an abandoned spacecraft with no idea who they are; how long they've been asleep; or what their mission is. The two soon discover they're actually not alone – and the reality of their situation is more horrifying than they could have imagined.,28.353517,"September 8, 2009",20645327,108,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""vi""; ""name"": ""Ti\u1ebfng Vi\u1ec7t""}; {""iso_639_1"": ""de""; ""name"": ""Deutsch""}]",Released,Don't fear the end of the world. Fear what happens next.,Pandorum,6.5,774
40000000,"[{""id"": 28; ""name"": ""Action""}; {""id"": 80; ""name"": ""Crime""}; {""id"": 9648; ""name"": ""Mystery""}; {""id"": 53; ""name"": ""Thriller""}]",http://www.whiteoutmovie.com/,en,Whiteout,The only U.S. Marshal assigned to Antarctica; Carrie Stetko will soon leave the harsh environment behind for good – in three days; the sun will set and the Amundsen-Scott Research Station will shut down for the long winter. When a body is discovered out on the open ice; Carrie's investigation into the continent's first homicide plunges her deep into a mystery that may cost her her own life.,14.818718,"September 9, 2009",12206028,101,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""ru""; ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,See Your Last Breath,Whiteout,5.3,220
25000000,"[{""id"": 18; ""name"": ""Drama""}; {""id"": 80; ""name"": ""Crime""}]",,en,The Bad Lieutenant: Port of Call - New Orleans,Terrence McDonagh; a New Orleans Police sergeant; who starts out as a good cop; receiving a medal and a promotion to lieutenant for heroism during Hurricane Katrina. During his heroic act; McDonagh injures his back and later becomes addicted to prescription pain medication. McDonagh finds himself involved with a drug dealer who is suspected of murdering a family of African immigrants.,17.339852,"September 11, 2009",10589102,122,"[{""iso_639_1"": ""es""; ""name"": ""Espa\u00f1ol""}; {""iso_639_1"": ""en""; ""name"": ""English""}]",Released,The only criminal he can't catch is himself.,The Bad Lieutenant: Port of Call - New Orleans,6,326
18000000,"[{""id"": 18; ""name"": ""Drama""}; {""id"": 35; ""name"": ""Comedy""}; {""id"": 10749; ""name"": ""Romance""}]",http://youthinrevolt-themovie.com/,en,Youth in Revolt,Nick Twisp (Michael Cera); a teen with a taste for the finer things in life like Sinatra and Fellini; falls hopelessly in love with the beautiful; free-spirited Sheeni Saunders (Portia Doubleday) while on a family vacation.  But family; geography and jealous ex-lovers conspire to keep these two apart. Nick abandons his dull; predictable life and develops a rebellious alter ego: François.  With his ascot; his moustache and his cigarette; François will stop at nothing to be with Sheeni; and leads Nick on a path of destruction with unpredictable consequences..,13.462544,"September 11, 2009",0,87,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""fr""; ""name"": ""Fran\u00e7ais""}]",Released,"Every ""Revolution"" Needs A Leader",Youth in Revolt,5.9,319
18500000,"[{""id"": 35; ""name"": ""Comedy""}; {""id"": 10749; ""name"": ""Romance""}; {""id"": 14; ""name"": ""Fantasy""}]",http://the-invention-of-lying.warnerbros.com/,en,The Invention of Lying,Set in a world where the concept of lying doesn't exist; a loser changes his lot when he invents lying and uses it to get ahead.,16.665841,"September 13, 2009",31912793,100,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""pt""; ""name"": ""Portugu\u00eas""}]",Released,In a world where everyone can only tell the truth... This guy can lie.,The Invention of Lying,6,518
15000000,"[{""id"": 18; ""name"": ""Drama""}]",,en,Whip It,In Bodeen; Texas; Land Of The Dragon; an indie-rock loving misfit finds a way of dealing with her small-town misery after she discovers a roller derby league in nearby Austin.,20.05902,"September 13, 2009",16633035,111,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Be Your Own Hero,Whip It,6.7,357
10000000,"[{""id"": 35; ""name"": ""Comedy""}; {""id"": 18; ""name"": ""Drama""}]",http://www.thejonesesmovie.com/,en,The Joneses,A seemingly perfect family moves into a suburban neighborhood; but when it comes to the truth as to why they're living there; they don't exactly come clean with their neighbors.,14.979375,"September 13, 2009",7022728,96,"[{""iso_639_1"": ""cs""; ""name"": ""\u010cesk\u00fd""}; {""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""fr""; ""name"": ""Fran\u00e7ais""}]",Released,They're not just living the American dream; they're selling it.,The Joneses,6.1,210
5600000,"[{""id"": 53; ""name"": ""Thriller""}; {""id"": 27; ""name"": ""Horror""}]",http://www.rec2themovie.com/,es,[REC]²,The action continues from [REC]; with the medical officer and a SWAT team outfitted with video cameras are sent into the sealed off apartment to control the situation.,22.341462,"September 15, 2009",18469680,85,"[{""iso_639_1"": ""es""; ""name"": ""Espa\u00f1ol""}]",Released,Fear Revisited,[REC]²,6.4,489
100000000,"[{""id"": 16; ""name"": ""Animation""}; {""id"": 35; ""name"": ""Comedy""}; {""id"": 10751; ""name"": ""Family""}]",http://www.cloudywithachanceofmeatballs.com/,en,Cloudy with a Chance of Meatballs,Inventor Flint Lockwood creates a machine that makes clouds rain food; enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions; Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?,46.781182,"September 17, 2009",242988466,90,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Prepare to get served.,Cloudy with a Chance of Meatballs,6.5,1747
30000000,"[{""id"": 53; ""name"": ""Thriller""}; {""id"": 878; ""name"": ""Science Fiction""}]",http://thebox-movie.warnerbros.com/,en,The Box,Norma and Arthur Lewis; a suburban couple with a young child; receive a simple wooden box as a gift; which bears fatal and irrevocable consequences. A mysterious stranger delivers the message that the box promises to bestow upon its owner $1 million with the press of a button. However pressing this button will simultaneously cause the death of another human being somewhere in the world; someone they don't know. With just 24 hours to have the box in their possession; Norma and Arthur find themselves in the cross-hairs of a startling moral dilemma and must face the true nature of their humanity.,21.606001,"September 17, 2009",33333531,115,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,All you have to do is push the button.,The Box,5.4,597
22000000,"[{""id"": 18; ""name"": ""Drama""}; {""id"": 35; ""name"": ""Comedy""}; {""id"": 80; ""name"": ""Crime""}]",http://theinformantmovie.warnerbros.com/,en,The Informant!,A rising star at agri-industry giant Archer Daniels Midland (ADM); Mark Whitacre suddenly turns whistleblower. Even as he exposes his company’s multi-national price-fixing conspiracy to the FBI; Whitacre envisions himself being hailed as a hero of the common man and handed a promotion.,17.772518,"September 18, 2009",35424826,108,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Based on a tattle-tale.,The Informant!,6,301
16000000,"[{""id"": 35; ""name"": ""Comedy""}; {""id"": 27; ""name"": ""Horror""}]",,en,Jennifer's Body,A newly possessed cheerleader turns into a killer who specializes in offing her male classmates. Can her best friend put an end to the horror?,32.257414,"September 18, 2009",31556061,100,"[{""iso_639_1"": ""es""; ""name"": ""Espa\u00f1ol""}; {""iso_639_1"": ""en""; ""name"": ""English""}]",Released,She's evil... and not just high school evil.,Jennifer's Body,5.3,837
70000000,"[{""id"": 35; ""name"": ""Comedy""}; {""id"": 10749; ""name"": ""Romance""}]",http://www.couplesretreatmovie.com/,en,Couples Retreat,Four couples; all friends; descend on a tropical island resort. Though one husband and wife are there to work on their marriage; the others just want to enjoy some fun in the sun. They soon find; however; that paradise comes at a price: Participation in couples therapy sessions is mandatory. What started out as a cut-rate vacation turns into an examination of the common problems many face.,26.676487,"September 19, 2009",171844840,113,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,It may be paradise... but it's no vacation.,Couples Retreat,5.3,588
80000000,"[{""id"": 28; ""name"": ""Action""}; {""id"": 878; ""name"": ""Science Fiction""}; {""id"": 53; ""name"": ""Thriller""}]",http://chooseyoursurrogate.com/,en,Surrogates,Set in a futuristic world where humans live in isolation and interact through surrogate robots; a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates.,36.664991,"September 24, 2009",122444772,89,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""fr""; ""name"": ""Fran\u00e7ais""}]",Released,How do you save humanity when the only thing that's real is you?,Surrogates,5.9,1195
40000000,"[{""id"": 28; ""name"": ""Action""}; {""id"": 80; ""name"": ""Crime""}; {""id"": 53; ""name"": ""Thriller""}]",http://ninja-assassin-movie.warnerbros.com/,en,Ninja Assassin,Ninja Assassin follows Raizo (Rain); one of the deadliest assassins in the world. Taken from the streets as a child; he was transformed into a trained killer by the Ozunu Clan; a secret society whose very existence is considered a myth. But haunted by the merciless execution of his friend by the Clan; Raizo breaks free from them and vanishes. Now he waits; preparing to exact his revenge.,19.085403,"September 29, 2009",60462347,99,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Fear not the weapon; but the hand that wields it.,Ninja Assassin,6.2,371
30000000,"[{""id"": 12; ""name"": ""Adventure""}; {""id"": 14; ""name"": ""Fantasy""}; {""id"": 9648; ""name"": ""Mystery""}]",http://doctorparnassus.com/,en,The Imaginarium of Doctor Parnassus,A traveling theater company gives its audience much more than they were expecting.,37.181019,"October 1, 2009",64352607,123,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""ru""; ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}; {""iso_639_1"": ""fr""; ""name"": ""Fran\u00e7ais""}]",Released,,The Imaginarium of Doctor Parnassus,6.3,869
7000000,"[{""id"": 35; ""name"": ""Comedy""}; {""id"": 18; ""name"": ""Drama""}]",,en,A Serious Man,A Serious Man is the story of an ordinary man's search for clarity in a universe where Jefferson Airplane is on the radio and F-Troop is on TV. It is 1967; and Larry Gopnik; a physics professor at a quiet Midwestern university; has just been informed by his wife Judith that she is leaving him. She has fallen in love with one of his more pompous acquaintances Sy Ableman.,23.612409,"October 2, 2009",31430334,105,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""he""; ""name"": ""\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea""}; {""iso_639_1"": ""yi""; ""name"": """"}]",Released,...seriously!,A Serious Man,6.6,483
26000000,"[{""id"": 27; ""name"": ""Horror""}; {""id"": 53; ""name"": ""Thriller""}; {""id"": 878; ""name"": ""Science Fiction""}]",http://www.splicethefilm.com/,en,Splice,"Elsa and Clive; two young rebellious scientists; defy legal and ethical boundaries and forge ahead with a dangerous experiment: splicing together human and animal DNA to create a new organism. Named ""Dren""; the creature rapidly develops from a deformed female infant into a beautiful but dangerous winged human-chimera; who forges a bond with both of her creators - only to have that bond turn deadly.",23.227877,"October 6, 2009",0,104,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Science's newest miracle...is a mistake.,Splice,5.5,671
23600000,"[{""id"": 35; ""name"": ""Comedy""}; {""id"": 27; ""name"": ""Horror""}]",http://www.zombieland.com/,en,Zombieland,Columbus has made a habit of running from what scares him. Tallahassee doesn't have fears. If he did; he'd kick their ever-living ass. In a world overrun by zombies; these two are perfectly evolved survivors. But now; they're about to stare down the most terrifying prospect of all: each other.,57.300674,"October 7, 2009",102391382,88,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,This place is so dead,Zombieland,7.2,3550
200000000,"[{""id"": 28; ""name"": ""Action""}; {""id"": 12; ""name"": ""Adventure""}; {""id"": 878; ""name"": ""Science Fiction""}]",http://www.sonypictures.com/movies/2012,en,2012,"Dr. Adrian Helmsley; part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms; learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population; the entire race is doomed. Meanwhile; writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm; Curtis struggles to find a way to save his family. Meanwhile; volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",45.274225,"October 10, 2009",769653595,158,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""fr""; ""name"": ""Fran\u00e7ais""}; {""iso_639_1"": ""hi""; ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}; {""iso_639_1"": ""it""; ""name"": ""Italiano""}; {""iso_639_1"": ""la""; ""name"": ""Latin""}; {""iso_639_1"": ""zh""; ""name"": ""\u666e\u901a\u8bdd""}; {""iso_639_1"": ""pt""; ""name"": ""Portugu\u00eas""}; {""iso_639_1"": ""ru""; ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}; {""iso_639_1"": ""bo""; ""name"": """"}]",Released,We Were Warned.,2012,5.6,4903
65000000,"[{""id"": 16; ""name"": ""Animation""}; {""id"": 28; ""name"": ""Action""}; {""id"": 10751; ""name"": ""Family""}; {""id"": 878; ""name"": ""Science Fiction""}]",http://www.astroboy-themovie.com/,en,Astro Boy,Set in futuristic Metro City; Astro Boy is about a young robot with incredible powers created by a brilliant scientist in the image of the son he has lost. Unable to fulfill the grieving man's expectations; our hero embarks on a journey in search of acceptance; experiencing betrayal and a netherworld of robot gladiators; before he returns to save Metro City and reconcile with the father who had rejected him.,24.857079,"October 15, 2009",44091067,94,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Have a blast.,Astro Boy,6.1,409
53000000,"[{""id"": 18; ""name"": ""Drama""}; {""id"": 80; ""name"": ""Crime""}; {""id"": 53; ""name"": ""Thriller""}]",,en,Law Abiding Citizen,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,49.593978,"October 15, 2009",126690726,109,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,The System Must Pay.,Law Abiding Citizen,7.2,1486
