budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
500000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.fireproofthemovie.com/,14438,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 657, ""name"": ""fire""}, {""id"": 2733, ""name"": ""firemen""}, {""id"": 5950, ""name"": ""christian""}, {""id"": 5999, ""name"": ""advice""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 6150, ""name"": ""faith""}, {""id"": 10060, ""name"": ""christian film""}, {""id"": 10061, ""name"": ""dysfunctional marriage""}, {""id"": 10062, ""name"": ""religious conversion""}, {""id"": 11612, ""name"": ""hospital""}]",en,Fireproof,"In Albany, the marriage of Caleb end Catherine Holt is in crisis and they decide to divorce. However, Caleb's father, John, proposes that his son delays their separation process for forty days and follow a procedure called ""The Love Dare"" to make them love each other again.",6.093989,"[{""name"": ""Carmel Entertainment"", ""id"": 3290}, {""name"": ""Provident Films"", ""id"": 3291}, {""name"": ""Samuel Goldwyn Films"", ""id"": 9118}, {""name"": ""Affirm Films"", ""id"": 10156}, {""name"": ""Sherwood Pictures"", ""id"": 41967}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/26/2008,33456317,122,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Never Leave Your Partner Behind.,Fireproof,7,100
40000000,"[{""id"": 18, ""name"": ""Drama""}]",,14325,"[{""id"": 579, ""name"": ""american football""}, {""id"": 3616, ""name"": ""college""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 9797, ""name"": ""syracuse university""}]",en,The Express,"Based on the incredible true story, The Express follows the inspirational life of college football hero Ernie Davis, the first African-American to win the Heisman Trophy.",3.87823,"[{""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""IDEA Filmproduktions"", ""id"": 59972}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/10/2008,9793496,130,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He changed our country... one yard at a time.,The Express,7.1,71
15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",http://www.thehurtlocker-movie.com/,12162,"[{""id"": 1589, ""name"": ""sniper""}, {""id"": 1653, ""name"": ""explosive""}, {""id"": 1797, ""name"": ""loyalty""}, {""id"": 4595, ""name"": ""u.s. army""}, {""id"": 5939, ""name"": ""iraq""}, {""id"": 7336, ""name"": ""car bomb""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10481, ""name"": ""tension""}, {""id"": 15087, ""name"": ""iraq war""}, {""id"": 18034, ""name"": ""desert""}, {""id"": 167342, ""name"": ""bomb squad""}, {""id"": 173841, ""name"": ""body armor""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 187288, ""name"": ""army sergeant""}]",en,The Hurt Locker,"Forced to play a dangerous game of cat-and-mouse in the chaos of war, an elite Army bomb squad unit must come together in a city where everyone is a potential enemy and every object could be a deadly bomb.",47.006162,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Kingsgate Films"", ""id"": 770}, {""name"": ""Grosvenor Park Media Ltd."", ""id"": 2053}, {""name"": ""Voltage Pictures"", ""id"": 10255}, {""name"": ""Film Capital Europe Funds (FCEF )"", ""id"": 20343}, {""name"": ""First Light Production"", ""id"": 20344}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/10/2008,42000000,131,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""tr"", ""name"": ""T\u00fcrk\u00e7e""}]",Released,You'll know when you're in it.,The Hurt Locker,7.2,1840
150000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.benjaminbutton.com/,4922,"[{""id"": 2913, ""name"": ""diary""}, {""id"": 3588, ""name"": ""navy""}, {""id"": 3739, ""name"": ""funeral""}, {""id"": 4262, ""name"": ""tea""}, {""id"": 9935, ""name"": ""travel""}, {""id"": 11612, ""name"": ""hospital""}]",en,The Curious Case of Benjamin Button,"Tells the story of Benjamin Button, a man who starts aging backwards with bizarre consequences.",60.269279,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Kennedy/Marshall Company, The"", ""id"": 7383}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/24/2008,333932083,166,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Life isn't measured in minutes, but in moments.",The Curious Case of Benjamin Button,7.3,3292
20000000,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]",http://focusfeatures.com/film/milk/,10139,"[{""id"": 237, ""name"": ""gay""}, {""id"": 582, ""name"": ""san francisco""}, {""id"": 1013, ""name"": ""homophobia""}, {""id"": 1919, ""name"": ""mayor""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 6078, ""name"": ""politics""}, {""id"": 6083, ""name"": ""politician""}, {""id"": 6085, ""name"": ""election campaign""}, {""id"": 10180, ""name"": ""homosexuality""}, {""id"": 11011, ""name"": ""morality""}, {""id"": 15134, ""name"": ""election""}, {""id"": 166625, ""name"": ""candlelight vigil""}, {""id"": 226553, ""name"": ""mayoral campaign""}]",en,Milk,"The story of California's first openly gay elected official, Harvey Milk, who became an outspoken agent for change, seeking equal rights and opportunities for all. His great love for the city and its people brought him backing from young and old, straight and gay, alike  at a time when prejudice and violence against gays was openly accepted as the norm.",30.909699,"[{""name"": ""Focus Features"", ""id"": 10146}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/26/2008,54586584,128,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Never Blend In.,Milk,7.1,612
20000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",,14359,"[{""id"": 739, ""name"": ""sexual abuse""}, {""id"": 5202, ""name"": ""boy""}, {""id"": 6563, ""name"": ""wine""}, {""id"": 9989, ""name"": ""gift""}, {""id"": 10756, ""name"": ""janitor""}, {""id"": 12990, ""name"": ""singing""}, {""id"": 14576, ""name"": ""pedophile""}, {""id"": 18453, ""name"": ""gossip""}, {""id"": 18454, ""name"": ""compassion""}, {""id"": 18455, ""name"": ""tolerance""}, {""id"": 208992, ""name"": ""1960s""}]",en,Doubt,"In 1964, a Catholic school nun questions a priest's ambiguous relationship with a troubled young student, suspecting him of abuse. He denies the charges, and much of the film's quick-fire dialogue tackles themes of religion, morality, and authority.",20.975165,"[{""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Goodspeed Productions"", ""id"": 3534}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/27/2008,50907234,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"There is no evidence. There are no witnesses. But for one, there is no doubt.",Doubt,7,435
33000000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.thegrantorino.com/,13223,"[{""id"": 570, ""name"": ""rape""}, {""id"": 1543, ""name"": ""war veteran""}, {""id"": 1900, ""name"": ""immigration""}, {""id"": 10093, ""name"": ""priest""}, {""id"": 10726, ""name"": ""gang""}, {""id"": 10938, ""name"": ""old man""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 13142, ""name"": ""gangster""}, {""id"": 18021, ""name"": ""detroit""}, {""id"": 33476, ""name"": ""widower""}, {""id"": 33885, ""name"": ""car""}, {""id"": 198536, ""name"": ""hmong""}]",en,Gran Torino,"Walt Kowalski is a widower who holds onto his prejudices despite the changes in his Michigan neighborhood and the world around him. Kowalski is a grumpy, tough-minded, unhappy old man who can't get along with either his kids or his neighbors. He is a Korean War veteran whose prize possession is a 1972 Gran Torino he keeps in mint condition. When his neighbor Thao, a young Hmong teenager under pressure from his gang member cousin, tries to steal his Gran Torino, Kowalski sets out to reform the youth. Drawn against his will into the life of Thao's family, Kowalski is soon taking steps to protect them from the gangs that infest their neighborhood.",50.7453,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Gerber Pictures"", ""id"": 975}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Double Nickel Entertainment"", ""id"": 10138}, {""name"": ""Matten Productions"", ""id"": 27351}, {""name"": ""WV Films IV"", ""id"": 27352}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",12/9/2008,269958228,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Ever come across somebody you shouldn't have messed with?,Gran Torino,7.8,3086
32000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,8055,"[{""id"": 74, ""name"": ""germany""}, {""id"": 1327, ""name"": ""war crimes""}, {""id"": 11038, ""name"": ""trial""}, {""id"": 11412, ""name"": ""female prisoner""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 33861, ""name"": ""law student""}, {""id"": 156777, ""name"": ""teenage sexuality""}, {""id"": 157799, ""name"": ""older woman younger man relationship""}, {""id"": 166276, ""name"": ""teenage sex""}, {""id"": 229299, ""name"": ""affair""}]",en,The Reader,"The story of Michael Berg, a German lawyer who, as a teenager in the late 1950s, had an affair with an older woman, Hanna, who then disappeared only to resurface years later as one of the defendants in a war crimes trial stemming from her actions as a concentration camp guard late in the war. He alone realizes that Hanna is illiterate and may be concealing that fact at the expense of her freedom.",33.923786,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Filmf\u00f6rderanstalt (FFA)"", ""id"": 270}, {""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Filmstiftung Nordrhein-Westfalen"", ""id"": 315}, {""name"": ""Mirage Enterprises"", ""id"": 932}, {""name"": ""Filmf\u00f6rderungsanstalt (FFA)"", ""id"": 4247}, {""name"": ""Medienboard Berlin-Brandenburg"", ""id"": 7307}, {""name"": ""Deutsche Filmf\u00f6rderfonds (DFFF)"", ""id"": 11238}, {""name"": ""Mitteldeutsche Medienf\u00f6rderung (MDM)"", ""id"": 12346}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/10/2008,113019290,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",Released,Behind the mystery lies a truth that will make you question everything you know.,The Reader,7.2,813
55000000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.sonypictures.com/movies/sevenpounds/,11321,"[{""id"": 4459, ""name"": ""vegetarian""}, {""id"": 9368, ""name"": ""tax collector""}, {""id"": 14743, ""name"": ""pianist""}, {""id"": 33768, ""name"": ""blind""}, {""id"": 33773, ""name"": ""organ transplant""}, {""id"": 33774, ""name"": ""blood type""}]",en,Seven Pounds,An IRS agent with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,41.472404,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Escape Artists"", ""id"": 1423}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Overbrook Entertainment"", ""id"": 12485}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/18/2008,168167691,123,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Seven names. Seven strangers. One secret.,Seven Pounds,7.5,2039
60000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",http://coraline.com/,14836,"[{""id"": 1566, ""name"": ""dream""}, {""id"": 4484, ""name"": ""eye""}, {""id"": 10668, ""name"": ""stuffed animal""}, {""id"": 33465, ""name"": ""parallel world""}, {""id"": 33466, ""name"": ""button""}, {""id"": 33467, ""name"": ""new home""}, {""id"": 33468, ""name"": ""secret door""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Coraline,"When Coraline moves to an old house, she feels bored and neglected by her parents. She finds a hidden door with a bricked up passage. During the night, she crosses the passage and finds a parallel world where everybody has buttons instead of eyes, with caring parents and all her dreams coming true. When the Other Mother invites Coraline to stay in her world forever, the girl refuses and finds that the alternate reality where she is trapped is only a trick to lure her.",51.146047,"[{""name"": ""Focus Features"", ""id"": 10146}, {""name"": ""Laika Entertainment"", ""id"": 11537}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/5/2009,124596398,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Be careful what you wish for.,Coraline,7.3,1386
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.theyoungvictoriamovie.com/,18320,"[{""id"": 4833, ""name"": ""royal family""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 9920, ""name"": ""royalty""}, {""id"": 15060, ""name"": ""period drama""}, {""id"": 194470, ""name"": ""queen victoria""}, {""id"": 204071, ""name"": ""prince albert""}, {""id"": 207928, ""name"": ""19th century""}, {""id"": 220649, ""name"": ""british monarchy""}]",en,The Young Victoria,"From Academy Award winners Graham King and Martin Scorsese, along with the makers of Gosford Park and The Departed, comes the story of Queen Victorias early rise to power. From an object of a royal power-struggle to her romantic courtship and legendary marriage to Prince Albert, Emily Blunt (The Devil Wears Prada) gives a stunning performance as the young Victoria. Packed with drama, romance, breath-taking cinematography, lavish costumes and featuring an outstanding British cast including Jim Broadbent, Harriet Walter, Mark Strong, Paul Bettany, Miranda Richardson, and Rupert Friend, The Young Victoria has captivated British audiences, and is the film that Company magazine called an epic British film, which will sweep you up in her remarkable story.",16.343317,"[{""name"": ""GK Films"", ""id"": 3281}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/4/2009,27409889,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}]",Released,Love rules all.,The Young Victoria,7,322
130000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",https://www.warnerbros.com/watchmen,13183,"[{""id"": 849, ""name"": ""dc comics""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 1583, ""name"": ""mass murder""}, {""id"": 4948, ""name"": ""retirement""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 18139, ""name"": ""nuclear war""}, {""id"": 34161, ""name"": ""doomsday""}, {""id"": 157938, ""name"": ""soviet""}, {""id"": 158456, ""name"": ""masked vigilante""}, {""id"": 173995, ""name"": ""doomsday clock""}, {""id"": 174008, ""name"": ""red square""}, {""id"": 174016, ""name"": ""death of superhero""}, {""id"": 174019, ""name"": ""american president""}, {""id"": 208289, ""name"": ""1980s""}]",en,Watchmen,"In a gritty and alternate 1985 the glory days of costumed vigilantes have been brought to a close by a government crackdown, but after one of the masked veterans is brutally murdered an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction, but in doing so uncover a sinister plot that puts all of humanity in grave danger.",64.798873,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Lawrence Gordon Productions"", ""id"": 840}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Cruel and Unusual Films"", ""id"": 78685}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/5/2009,185258983,163,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Justice is coming to all of us. No matter what we do.,Watchmen,7,2811
50000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",http://www.theboatthatrocked.net/,18947,"[{""id"": 1025, ""name"": ""great britain""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 5288, ""name"": ""rock""}, {""id"": 8030, ""name"": ""pirate radio""}, {""id"": 155762, ""name"": ""swinging 60s""}]",en,The Boat That Rocked,"The Boat that Rocked is an ensemble comedy, where the romance is between the young people of the 60s, and pop music. It's about a band of DJs that captivate Britain, playing the music that defines a generation and standing up to a government that wanted control of popular culture via the British Broadcasting Corporation. Loosely based on the events in Britain in the 60's when the Labour government of Harold Wilson, wanted to bring the pirate stations under control, enough to see the passage of the Marine Broadcasting Offences Act on 15 August 1967",31.02233,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Studio Canal"", ""id"": 5870}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Medienproduktion Prometheus Filmgesellschaft"", ""id"": 12196}, {""name"": ""Portobello Studios"", ""id"": 12197}, {""name"": ""Tightrope Pictures"", ""id"": 12198}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",4/1/2009,36348784,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,On air. Off shore. Out of control.,The Boat That Rocked,7.2,666
12000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",http://www.cityoflifeanddeath.co.uk/,21345,"[{""id"": 1327, ""name"": ""war crimes""}, {""id"": 1583, ""name"": ""mass murder""}, {""id"": 4853, ""name"": ""war victim""}, {""id"": 10535, ""name"": ""sino japanese war""}, {""id"": 14546, ""name"": ""massacre""}, {""id"": 170007, ""name"": ""japanese army""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 188727, ""name"": ""imperial japan""}]",zh,!!,"City of Life and Death takes place in 1937, during the height of the Second Sino-Japanese War. The Imperial Japanese Army has just captured the then-capital of the Republic of China, Nanjing. What followed was known as the Nanking Massacre, or the Rape of Nanking, a period of several weeks wherein tens of thousands of Chinese soldiers and civilians were killed.",4.793348,"[{""name"": ""Media Asia Films"", ""id"": 5552}, {""name"": ""China Film Group Corporation (CFGC)"", ""id"": 14714}, {""name"": ""Stellar Megamedia"", ""id"": 26240}, {""name"": ""Jiangsu Broadcasting System"", ""id"": 26241}, {""name"": ""Chuan Production Film Studio"", ""id"": 26242}]","[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}]",4/22/2009,10652498,132,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,,City of Life and Death,7.6,55
150000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",,13475,"[{""id"": 1612, ""name"": ""spacecraft""}, {""id"": 3822, ""name"": ""teleportation""}, {""id"": 4040, ""name"": ""space mission""}, {""id"": 4300, ""name"": ""parachute""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 4380, ""name"": ""black hole""}, {""id"": 5100, ""name"": ""supernova""}, {""id"": 9675, ""name"": ""prequel""}, {""id"": 9684, ""name"": ""warp speed""}, {""id"": 9685, ""name"": ""futuristic""}, {""id"": 9686, ""name"": ""warp engine""}, {""id"": 12388, ""name"": ""romulans""}, {""id"": 12405, ""name"": ""outer space""}, {""id"": 155212, ""name"": ""vulcan""}, {""id"": 156282, ""name"": ""alternate reality""}, {""id"": 161176, ""name"": ""space opera""}, {""id"": 161184, ""name"": ""reboot""}]",en,Star Trek,"The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.",73.616808,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Bad Robot"", ""id"": 11461}, {""name"": ""MavroCine Pictures GmbH & Co. KG"", ""id"": 23419}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/6/2009,385680446,127,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The future begins.,Star Trek,7.4,4518
175000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",http://disney.go.com/disneypictures/up/,14160,"[{""id"": 965, ""name"": ""age difference""}, {""id"": 1291, ""name"": ""central and south america""}, {""id"": 9903, ""name"": ""balloon""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 175715, ""name"": ""floating in the air""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 221536, ""name"": ""exploring""}]",en,Up,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",92.201962,"[{""name"": ""Pixar Animation Studios"", ""id"": 3}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/13/2009,735099082,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Up,7.7,6870
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",http://hangoverpart2.warnerbros.com/dvd/,18785,"[{""id"": 3508, ""name"": ""underwear""}, {""id"": 4809, ""name"": ""tiger""}, {""id"": 8070, ""name"": ""stag night""}, {""id"": 11461, ""name"": ""hangover""}, {""id"": 11462, ""name"": ""lost weekend""}, {""id"": 11464, ""name"": ""bag over head""}, {""id"": 11465, ""name"": ""chapel""}, {""id"": 11467, ""name"": ""hit with tire iron""}, {""id"": 11469, ""name"": ""memory loss""}, {""id"": 14570, ""name"": ""las vegas""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 188960, ""name"": ""elevator""}]",en,The Hangover,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug  who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",82.21166,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Green Hat Films"", ""id"": 3527}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""IFP Westcoast Erste"", ""id"": 12235}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/5/2009,459270619,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some guys just can't handle Vegas.,The Hangover,7.2,6173
5000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",http://www.sonyclassics.com/moon/,17431,"[{""id"": 305, ""name"": ""moon""}, {""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 402, ""name"": ""clone""}, {""id"": 1533, ""name"": ""isolation""}, {""id"": 2964, ""name"": ""future""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 9882, ""name"": ""space""}, {""id"": 11628, ""name"": ""cloning""}, {""id"": 12185, ""name"": ""moon base""}]",en,Moon,"With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone.",46.114184,"[{""name"": ""Liberty Films UK"", ""id"": 3316}, {""name"": ""Lunar Industries"", ""id"": 3317}, {""name"": ""Xingu Films"", ""id"": 3318}, {""name"": ""Limelight Fund"", ""id"": 12018}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",6/12/2009,9760104,97,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The last place you'd ever expect to find yourself.,Moon,7.6,1794
16000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",,28178,"[{""id"": 907, ""name"": ""japanese""}, {""id"": 1797, ""name"": ""loyalty""}, {""id"": 2526, ""name"": ""human animal relationship""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 10235, ""name"": ""family relationships""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 163098, ""name"": ""newspaper reporter""}, {""id"": 192555, ""name"": ""family dog""}, {""id"": 206863, ""name"": ""waiting""}]",en,Hachi: A Dog's Tale,A drama based on the true story of a college professor's bond with the abandoned dog he takes into his home.,43.217089,"[{""name"": ""Grand Army Entertainment"", ""id"": 1843}, {""name"": ""Scion Films"", ""id"": 7419}, {""name"": ""Inferno Distribution"", ""id"": 11278}, {""name"": ""Stage 6 Films"", ""id"": 11341}, {""name"": ""Hachiko"", ""id"": 66327}, {""name"": ""Opperman Viner Chrystyn Entertainment"", ""id"": 66328}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/13/2009,47801389,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,"A true story of faith, devotion and undying love.",Hachi: A Dog's Tale,7.7,1717
30000000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.mysisterskeepermovie.com/,10024,"[{""id"": 970, ""name"": ""parents kids relationship""}, {""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 3012, ""name"": ""court case""}, {""id"": 4037, ""name"": ""in vitro fertilisation""}, {""id"": 6780, ""name"": ""medical examiner""}, {""id"": 7443, ""name"": ""kidney transplant ""}]",en,My Sister's Keeper,"Sara and Brian live an idyllic life with their young son and daughter. But their family is rocked by sudden, heartbreaking news that forces them to make a difficult and unorthodox choice in order to save their baby girl's life. The parents' desperate decision raises both ethical and moral questions and rips away at the foundation of their relationship. Their actions ultimately set off a court case that threatens to tear the family apart, while revealing surprising truths that challenge everyone's perceptions of love and loyalty and give new meaning to the definition of healing.",24.09152,"[{""name"": ""Mark Johnson Productions"", ""id"": 2604}, {""name"": ""Gran Via Productions"", ""id"": 2605}, {""name"": ""Curmudgeon Films"", ""id"": 12029}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/26/2009,95714875,109,"[{""iso_639_1"": ""hr"", ""name"": ""Hrvatski""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"A tale of life, love, and letting go.",My Sister's Keeper,7.1,598
